country,target domain,CLS,LCP,FID,OSI,category
UK,https://sterlinglexicon.com,0.04074,1718.50235,218.00000,2546.09280,moving and housing
UK,https://fox-moving.com,0.00113,2532.49465,37.00000,1181.48746,moving and housing
UK,https://movebuddha.com,0.00501,891.97550,56.00000,797.23867,moving and housing
UK,https://smartmoving.com,0.17743,1494.65800,66.00000,1689.12414,moving and housing
UK,https://elephantremovals.co.uk,0.00086,1336.67210,108.00000,1179.99440,moving and housing
UK,https://careerready.sharepoint.com,0.01814,1449.40600,27.00000,2164.72476,moving and housing
UK,https://twomenandatruck.co.uk,0.03410,2361.87600,72.00000,1402.67600,moving and housing
UK,https://strongmove.co.uk,0.29669,971.95908,82.00000,862.54520,moving and housing
UK,https://expats.de,0.00000,1627.64532,74.00000,570.45791,moving and housing
UK,https://mypieceofcakemove.com,0.01051,1540.84500,54.00000,1471.37206,moving and housing
UK,https://sirelo.org,0.02173,921.57950,61.00000,825.75132,moving and housing
UK,https://austate.com.au,0.00975,4565.83300,54.00000,3347.14571,moving and housing
UK,https://expatova.com,0.00263,2208.58250,57.00000,1739.03606,moving and housing
UK,https://arcrelocation.com,0.00000,1147.53385,282.00000,1389.72516,moving and housing
UK,https://roadwaymoving.com,0.02742,1668.82250,457.00000,2761.89895,moving and housing
UK,https://whatremovals.co.uk,0.00127,2772.92900,61.00000,1741.30848,moving and housing
UK,https://topmove.ca,0.02789,2764.45500,60.00000,2080.57944,moving and housing
UK,https://writerrelocations.com,0.00478,4488.89400,91.00000,8250.11686,moving and housing
UK,https://hireahelper.com,0.00904,667.72850,57.00000,535.47013,moving and housing
UK,https://umziehen.de,0.00960,1527.87000,77.00000,1647.66305,moving and housing
UK,https://boxie24.com,0.00001,2616.59300,61.00000,1694.56302,moving and housing
UK,https://allmysons.com,,,,,moving and housing
UK,https://hackworthy.co.uk,0.12252,2316.61740,255.00000,2004.24044,moving and housing
UK,https://americanvanlines.com,0.00000,2620.72950,48.00000,2104.63743,moving and housing
UK,https://lagerbox.com,0.01377,1471.48500,192.00000,3074.88174,moving and housing
UK,https://meatheadmovers.com,0.15670,2741.50600,70.00000,3281.14995,moving and housing
UK,https://olympiamoving.com,0.01463,4364.73881,55.00000,2508.24500,moving and housing
UK,https://myplace.de,0.00449,1385.37000,60.00000,1677.33293,moving and housing
UK,https://hausfrage.de,0.03734,1890.67800,50.00000,1620.49113,moving and housing
UK,https://hesse-umzug.de,0.05881,375.12400,17.00000,319.67097,moving and housing
UK,https://vox.com,0.01952,3373.73500,889.00000,2877.97077,moving and housing
UK,https://bitchute.com,0.06111,5307.82000,1013.00000,5392.92186,moving and housing
UK,https://truthsocial.com,0.33202,3083.27700,877.00000,3186.50401,moving and housing
UK,https://nj.com,0.10545,2498.19930,673.00000,3694.24493,moving and housing
UK,https://worldjournal.com,0.00471,2093.22500,146.00000,3726.09181,moving and housing
UK,https://ndtv.com,0.05280,1612.03275,147.00000,3165.09353,moving and housing
UK,https://mediaite.com,0.00050,1439.16390,73.00000,1812.92583,moving and housing
UK,https://economist.com,0.04467,844.04840,158.00000,3087.36853,moving and housing
UK,https://chicagotribune.com,,,,,moving and housing
UK,https://bizjournals.com,0.00651,,,,moving and housing
UK,https://newrepublic.com,0.01911,3543.80500,1128.00000,2557.50344,moving and housing
UK,https://sfchronicle.com,,,,,moving and housing
UK,https://theblaze.com,0.00948,2765.87228,208.00000,6281.75823,moving and housing
UK,https://yahoo.co.jp,,,,,moving and housing
UK,https://vnexpress.net,0.07595,4417.00000,505.00000,9968.74671,moving and housing
UK,https://startribune.com,0.00891,2271.46150,1097.00000,14408.51589,moving and housing
UK,https://wral.com,0.01916,7657.48875,456.00000,7972.04838,moving and housing
UK,https://the-sun.com,0.04459,1475.66400,203.00000,3422.68349,moving and housing
UK,https://telegraph.co.uk,0.01343,891.20250,76.00000,1890.43275,moving and housing
UK,https://babylonbee.com,0.06236,1562.80400,958.00000,7617.38030,moving and housing
UK,https://pewresearch.org,0.00300,1441.65100,67.00000,1096.69400,moving and housing
UK,https://local.newsbreak.com,0.05671,2887.50680,150.00000,2216.58690,moving and housing
UK,https://eenadu.net,0.02224,1577.25770,180.00000,2464.97527,moving and housing
UK,https://mlive.com,0.19940,1470.86940,112.00000,2495.68390,moving and housing
UK,https://twitchy.com,0.00927,1069.39350,334.00000,3888.65127,moving and housing
UK,https://theyeshivaworld.com,0.30643,2932.71500,168.00000,2608.29889,moving and housing
UK,https://msn.com,,,,,moving and housing
UK,https://wsj.com,,,,,moving and housing
US,https://astound.com,0.02185,5809.01950,181.00000,6136.63900,moving and housing
US,https://smartmoving.com,0.17743,1198.06350,69.00000,1454.20738,moving and housing
US,https://graebel.com,0.01474,2153.11208,193.00000,1594.35794,moving and housing
US,https://staffr.net,0.00000,5662.18887,57.00000,3248.47017,moving and housing
US,https://mypieceofcakemove.com,0.00627,1511.09950,204.00000,1703.22537,moving and housing
US,https://supermove.co,0.04492,3047.03060,198.00000,2851.41984,moving and housing
US,https://gentlegiant.com,0.08964,2005.84750,153.00000,3573.16720,moving and housing
US,https://movebuddha.com,0.00498,908.88800,40.00000,781.99411,moving and housing
US,https://hireahelper.com,0.00904,682.49650,43.00000,538.49902,moving and housing
US,https://igv.com,0.00071,2928.84760,84.00000,1845.95700,moving and housing
US,https://move.org,0.01573,1094.36850,377.00000,965.36050,moving and housing
US,https://sirva.com,0.04729,5756.69005,111.00000,3193.46577,moving and housing
US,https://opttimeline.com,0.10820,1342.25000,3739.00000,6148.63866,moving and housing
US,https://unigroup.com,0.10519,2412.94700,40.00000,2285.68233,moving and housing
US,https://budgetsmart.net,0.03507,1138.63600,290.00000,993.02600,moving and housing
US,https://2movers.com,0.13901,2136.36100,103.00000,1502.19241,moving and housing
US,https://northamerican.com,0.52055,4621.76450,68.00000,2125.82936,moving and housing
US,https://internetforallnow.org,0.10213,2646.85600,47.00000,2242.06485,moving and housing
US,https://baiconnect.com,0.35432,7460.34215,119.00000,3787.79965,moving and housing
US,https://unitedvanlines.com,0.00558,1925.07080,197.00000,1718.43762,moving and housing
US,https://homeservices.com,0.01134,2340.93880,86.00000,2319.59251,moving and housing
US,https://moverbase.com,0.07371,5698.55300,69.00000,4292.45210,moving and housing
US,https://movetrac.com,0.22381,1235.22900,120.00000,588.42750,moving and housing
US,https://americanmapstore.com,0.00000,3241.61960,154.00000,2323.60600,moving and housing
US,https://wheatonworldwide.com,0.01193,3717.95860,108.00000,3820.66240,moving and housing
US,https://einsteinmoving.com,0.22265,4687.68640,94.00000,3480.52811,moving and housing
US,https://americanvanlines.com,0.00000,2261.17950,60.00000,2082.06174,moving and housing
US,https://spectrumonlineoffers.com,0.63537,3113.35250,126.00000,2701.87726,moving and housing
US,https://budgetvanlines.com,0.00378,2865.87050,148.00000,2183.25451,moving and housing
US,https://roadwaymoving.com,0.02742,1308.63000,256.00000,2053.05740,moving and housing
US,https://maps.relocity.com,0.00036,3063.65300,160.00000,1825.74100,moving and housing
US,https://movers.com,0.55205,1945.51200,261.00000,1741.74950,moving and housing
US,https://atlasvanlines.com,0.34597,2036.66800,127.00000,2092.22464,moving and housing
US,https://10bestmovingcompanies.com,0.05020,1660.79900,75.00000,1616.72887,moving and housing
US,https://puremovers.com,0.81674,1908.40200,60.00000,1429.39598,moving and housing
US,https://mymovingreviews.com,0.00912,2493.97870,67.00000,2604.31721,moving and housing
US,https://movingwaldo.com,0.00017,2254.69150,16.00000,879.08425,moving and housing
US,https://thedoorempowers.sharepoint.com,,,,,moving and housing
US,https://suburbansolutions.com,0.00322,1571.67650,116.00000,2088.31078,moving and housing
US,https://redventures.sharepoint.com,0.03923,1877.16300,95.00000,1856.64766,moving and housing
US,https://jkmoving.com,0.00975,996.88400,88.00000,1160.63816,moving and housing
US,https://sharedeasy.club,0.02867,3401.31044,194.00000,2348.24532,moving and housing
US,https://dumbomoving.com,0.00286,1203.78450,67.00000,728.87766,moving and housing
US,https://neirelo.com,0.08671,2134.15400,255.00000,4507.90761,moving and housing
US,https://colonialvanlines.com,0.02658,2221.57320,422.00000,2008.67188,moving and housing
US,https://porchmovinggroup.com,0.00007,1216.86800,25.00000,1244.05734,moving and housing
US,https://greatguysmoving.com,0.11155,1069.84750,55.00000,871.67805,moving and housing
US,https://pods.ca,0.00571,3614.77200,105.00000,2999.77045,moving and housing
US,https://getmovers.com,0.02795,723.99060,494.00000,1535.86117,moving and housing
US,https://greekmoving.com,0.47921,5220.51840,418.00000,5174.78660,moving and housing
US,https://shakeshack.sharepoint.com,,,,,moving and housing
US,https://unimovers.com,0.00195,1592.32300,127.00000,1375.81426,moving and housing
US,https://arcrelocation.com,0.00000,1200.28930,152.00000,1417.04298,moving and housing
US,https://nationalvanlines.com,0.02557,1708.14750,95.00000,1908.94504,moving and housing
US,https://meatheadmovers.com,0.09892,1760.77000,47.00000,1830.69651,moving and housing
US,https://cablecompare.com,0.00000,2551.17600,25.00000,2002.28800,moving and housing
US,https://yembo.ai,0.01001,768.29110,230.00000,2489.01452,moving and housing
US,https://imoving.com,0.06922,1280.43600,694.00000,1867.43159,moving and housing
US,https://zipmoving.us,0.00108,2146.58337,191.00000,2071.68674,moving and housing
US,https://massbaymovers.com,0.00285,2086.64900,67.00000,4664.64284,moving and housing
US,https://youmoveme.com,0.00456,10202.01150,205.00000,3082.26112,moving and housing
US,https://ozmoving.com,0.01172,1164.61500,50.00000,1912.19501,moving and housing
US,https://earthrelocation.com,0.00084,1535.80032,46.00000,1179.17639,moving and housing
US,https://minimoves.com,0.07299,15052.45629,1193.00000,11647.25174,moving and housing
US,https://vivo0.sharepoint.com,,,,,moving and housing
US,https://goarmstrong.com,0.03827,2864.06000,71.00000,2335.65274,moving and housing
US,https://smartboxmovingandstorage.com,0.09076,4356.99000,376.00000,3015.03600,moving and housing
US,https://movinglabor.com,0.01879,2131.08220,46.00000,1756.39311,moving and housing
US,https://agoyu.com,0.00350,4201.52210,168.00000,5756.68047,moving and housing
US,https://verifiedmovers.com,0.42776,1249.34370,116.00000,1483.18790,moving and housing
US,https://californiamoversusa.com,0.04606,780.04950,55.00000,1449.42191,moving and housing
US,https://vanlinesmove.com,0.00059,2049.84000,174.00000,2476.46793,moving and housing
US,https://abmoving.com,0.00066,2946.85450,19.00000,2552.97220,moving and housing
US,https://movingauthority.com,0.00244,1666.54900,19.00000,1139.30124,moving and housing
US,https://arriveseattle.com,0.06870,8992.17200,178.00000,6763.09595,moving and housing
US,https://brothermovers.com,0.00018,3087.47690,151.00000,1796.99879,moving and housing
US,https://buytvinternetphone.com,0.00992,1758.89000,56.00000,1515.95671,moving and housing
US,https://2collegebrothers.com,0.14983,3648.41800,110.00000,2983.49612,moving and housing
US,https://theinternationalvanlines.com,0.16249,1957.31330,230.00000,1989.87908,moving and housing
US,https://homecleaning.nyc,0.91458,2456.95450,85.00000,5012.00484,moving and housing
US,https://squarecowmovers.com,0.13269,1362.21860,57.00000,744.46043,moving and housing
US,https://imove.com,0.07859,2785.50890,120.00000,2042.25213,moving and housing
US,https://alliancemoving.com,0.01074,3070.24350,66.00000,2530.34505,moving and housing
US,https://harringtonmovers.com,0.44072,1943.66250,17.00000,2665.30335,moving and housing
US,https://usmapguide.com,0.00205,2160.46150,26.00000,1343.24601,moving and housing
US,https://unicornmoving.com,0.19861,3305.56600,213.00000,2319.17389,moving and housing
US,https://stairhoppers.com,0.03800,3073.22371,81.00000,3030.42396,moving and housing
US,https://colemanallied.com,,,,,moving and housing
US,https://thepromove.com,0.64676,3672.87125,104.00000,3167.42433,moving and housing
US,https://myutilities.com,,,,,moving and housing
US,https://mckenzieseattle.com,0.00344,1612.81990,210.00000,5306.93702,moving and housing
US,https://bellmoving.com,0.00000,1140.60600,69.00000,1693.02690,moving and housing
US,https://moverscorp.com,0.00000,1104.82100,40.00000,1146.02038,moving and housing
US,https://msn.com,,,,,moving and housing
US,https://wsj.com,,,,,moving and housing
US,https://allconnect.com,,,,,moving and housing
US,https://allmysons.com,,,,,moving and housing
US,https://movinghelp.com,,,,,moving and housing
US,https://zippyshell.com,,,,,moving and housing
US,https://moveitpro.com,,,,,moving and housing
UK,https://evri.com,0.10234,1836.99950,144.00000,2459.35107,logistics
UK,https://dpd.co.uk,0.00446,5800.63000,86.00000,3065.25483,logistics
UK,https://ups.com,0.00581,1659.26750,209.00000,1993.31614,logistics
UK,https://dhl.com,0.12579,1413.85200,119.00000,1960.61028,logistics
UK,https://fedex.com,0.00000,3632.22950,57.00000,3473.15661,logistics
UK,https://parcel2go.com,0.00000,851.45200,571.00000,3004.07272,logistics
UK,https://linnworks.net,0.00000,4824.98450,80.00000,3881.28500,logistics
UK,https://dhlparcel.co.uk,0.03013,2698.20200,89.00000,2361.77503,logistics
UK,https://dpdlocal.co.uk,0.00843,2285.20050,62.00000,1447.87708,logistics
UK,https://express.dhl,0.00365,3432.95170,62.00000,2158.26497,logistics
UK,https://hypaship.com,0.00810,1971.87520,61.00000,2721.89312,logistics
UK,https://inpost.co.uk,0.08119,1559.29200,305.00000,3746.85175,logistics
UK,https://inxpress.com,0.03557,2272.23950,169.00000,2436.49759,logistics
UK,https://mirakl.net,0.06790,1564.24800,57.00000,889.22287,logistics
UK,https://sellerboard.com,0.10374,709.25900,304.00000,1539.31524,logistics
UK,https://vesselfinder.com,0.00000,2826.63920,165.00000,2399.15886,logistics
UK,https://dpdlocal-online.co.uk,0.91683,2792.12850,223.00000,2369.54899,logistics
UK,https://anyvan.com,0.00020,2123.67200,101.00000,1550.04237,logistics
UK,https://southeasternrailway.co.uk,0.06011,2100.78400,144.00000,1975.66523,logistics
UK,https://shipstation.com,0.00230,2471.10000,52.00000,1851.72765,logistics
UK,https://usps.com,0.01231,2209.56200,160.00000,5175.20389,logistics
UK,https://webfleet.com,0.00001,1224.14250,39.00000,2093.29345,logistics
UK,https://f1autocentres.co.uk,0.00113,3939.81650,193.00000,2720.31891,logistics
UK,https://mintsoft.co.uk,0.00511,1927.33650,56.00000,2246.64043,logistics
UK,https://dxfreight.co.uk,0.03688,1561.07100,87.00000,1258.18565,logistics
UK,https://shiply.com,0.00545,411.61600,139.00000,420.66851,logistics
UK,https://quartix.com,0.04971,2205.53600,104.00000,1927.89770,logistics
UK,https://pallex.com,0.01161,2894.12685,32.00000,1516.10358,logistics
UK,https://transglobalexpress.co.uk,0.02226,4054.41060,134.00000,3006.77280,logistics
UK,https://aftership.com,0.03148,842.25206,139.00000,802.35886,logistics
UK,https://apc-overnight.com,0.03601,2603.30350,43.00000,2413.80075,logistics
UK,https://worldoptions.com,0.00000,2139.14460,64.00000,1563.14758,logistics
UK,https://transporeon.com,0.00026,1193.58250,104.00000,2055.49490,logistics
UK,https://delivery-status.com,0.00127,833.36900,16.00000,833.36900,logistics
UK,https://yuntrack.com,0.00483,3314.39500,151.00000,1883.16189,logistics
UK,https://parcelmonkey.co.uk,0.00312,1281.31730,82.00000,1165.29310,logistics
UK,https://yodeldirect.co.uk,0.00421,1774.30050,102.00000,1113.73409,logistics
UK,https://interparcel.com,0.01587,667.20550,69.00000,855.42985,logistics
UK,https://dpdhl.com,,,,,logistics
UK,https://erank.com,0.01408,2308.73060,163.00000,1950.31036,logistics
UK,https://fleetmatics.com,0.02542,2740.35950,383.00000,4018.82602,logistics
UK,https://protyre.co.uk,0.00545,1077.62390,107.00000,657.79876,logistics
UK,https://parcelhero.com,0.00004,1473.70500,46.00000,1020.92872,logistics
UK,https://easyshelf.co.uk,0.29061,2166.42100,496.00000,4122.95171,logistics
UK,https://dpd.com,0.00376,3265.80150,76.00000,1576.55555,logistics
UK,https://dhl.de,0.73466,2417.72600,271.00000,3167.16193,logistics
UK,https://whistl.co.uk,0.08998,1447.08385,49.00000,1413.03935,logistics
UK,https://infinite.pl,0.00552,2366.33990,48.00000,2390.32874,logistics
UK,https://zint.io,0.02900,1964.46600,81.00000,1978.30549,logistics
UK,https://hermescloud.co.uk,,,,,logistics
UK,https://dpdgroup.com,0.00376,3517.96500,53.00000,2342.71639,logistics
UK,https://dpd.ie,0.01106,5735.48461,464.00000,2318.65270,logistics
UK,https://dhlglobalmail.com,,,,,logistics
UK,https://replyco.com,,,,,logistics
UK,https://samsara.com,,,,,logistics
UK,https://pdfsmart.com,0.00235,2914.02175,212.00000,1926.07434,logistics
UK,https://parcellab.com,0.00000,1045.69600,46.00000,356.69600,logistics
UK,https://atgportals.net,,,,,logistics
UK,https://crashrepairparts.com,0.00000,2184.56000,16.00000,3347.06374,logistics
UK,https://bigyellow.co.uk,0.00000,,,,logistics
UK,https://parcelcompare.com,0.02062,1964.54925,260.00000,869.80278,logistics
UK,https://nxbus.co.uk,0.01828,1894.18180,51.00000,1057.78713,logistics
UK,https://ekm.net,,,,,logistics
UK,https://citysprint.co.uk,0.00097,1873.31050,198.00000,2112.23335,logistics
UK,https://myhermes.co.uk,,,,,logistics
UK,https://ucukltd.com,0.18341,1746.01550,176.00000,1361.46250,logistics
UK,https://auspost.com.au,0.02681,2521.76350,205.00000,2374.96320,logistics
UK,https://gigacalculator.com,0.03495,3421.96200,58.00000,2193.73854,logistics
UK,https://packlink.com,0.02339,2216.46100,82.00000,1093.89056,logistics
UK,https://orangeconnex.com,0.01207,2439.66900,61.00000,4247.11970,logistics
UK,https://johnpyevehicles.co.uk,0.00906,733.83186,137.00000,410.20987,logistics
UK,https://crystalball.tv,0.03606,2781.43932,71.00000,1346.15734,logistics
UK,https://track-pod.com,0.00006,1557.82650,201.00000,1372.21097,logistics
UK,https://safestore.co.uk,0.00082,1057.30275,88.00000,1229.21665,logistics
UK,https://scania.com,0.00000,2156.23550,67.00000,1794.08732,logistics
UK,https://tradewindsnews.com,0.00863,3621.76450,1953.00000,7803.43927,logistics
UK,https://dhlguestmanagement.com,0.01832,2124.13650,95.00000,2591.65730,logistics
UK,https://maersk.com,0.00078,1480.80700,51.00000,1795.00018,logistics
UK,https://c2c-online.co.uk,0.29282,5024.99130,137.00000,2980.77325,logistics
UK,https://gls-group.eu,0.00207,1143.90400,57.00000,794.25469,logistics
UK,https://4px.com,,,,,logistics
UK,https://marinevesseltraffic.com,0.49505,2648.54000,42.00000,1343.37399,logistics
UK,https://merseyrail.org,0.02650,711.94283,121.00000,473.44441,logistics
UK,https://track-trace.com,0.03991,1484.30350,42.00000,918.14681,logistics
UK,https://mailingtechnology.com,0.00000,915.89290,16.00000,1107.80941,logistics
UK,https://lloydslist.com,,,,,logistics
UK,https://airlandline.co.uk,0.00279,1059.20850,46.00000,1259.13273,logistics
UK,https://gophr.com,0.04277,1625.62722,33.00000,1459.15740,logistics
UK,https://rvpackaging.co.uk,0.09535,10299.48100,50.00000,9045.56400,logistics
UK,https://msn.com,,,,,logistics
UK,https://wsj.com,,,,,logistics
UK,https://allconnect.com,,,,,logistics
UK,https://allmysons.com,,,,,logistics
UK,https://movinghelp.com,,,,,logistics
UK,https://zippyshell.com,,,,,logistics
UK,https://moveitpro.com,,,,,logistics
UK,https://17track.net,,,,,logistics
UK,https://parcelsapp.com,,,,,logistics
UK,https://tnt.com,,,,,logistics
UK,https://dhl.co.uk,,,,,logistics
US,https://usps.com,0.01018,1759.25600,64.00000,1612.74905,logistics
US,https://ups.com,0.00410,3176.91050,693.00000,3628.71549,logistics
US,https://fedex.com,0.00000,3118.47450,71.00000,3326.77119,logistics
US,https://shipstation.com,0.00230,2019.51500,104.00000,1349.60449,logistics
US,https://17track.net,0.00093,4549.25000,333.00000,5660.81242,logistics
US,https://samsara.com,0.00417,5836.41342,243.00000,4678.27768,logistics
US,https://cloud.samsara.com,0.01414,5446.89800,623.00000,4993.62131,logistics
US,https://dat.com,0.01704,1308.82900,473.00000,3148.34908,logistics
US,https://dhl.com,0.12800,1404.41400,145.00000,2105.26622,logistics
US,https://ontrac.com,0.44925,3261.74575,705.00000,3335.88568,logistics
US,https://fleetmatics.com,0.04179,2022.25550,296.00000,3146.88137,logistics
US,https://aftership.com,0.03148,876.78462,208.00000,898.99735,logistics
US,https://turbify.com,0.06580,2983.05205,320.00000,4376.48097,logistics
US,https://gomotive.com,0.00000,1456.67700,212.00000,3457.56065,logistics
US,https://towbook.com,0.22479,4492.51390,161.00000,1804.21554,logistics
US,https://lasership.com,0.04354,2061.63650,124.00000,2731.29984,logistics
US,https://easypost.com,0.02455,3079.24850,50.00000,2807.23683,logistics
US,https://centraldispatch.com,0.03828,1556.68350,107.00000,1341.14900,logistics
US,https://shippingeasy.com,0.00138,1907.07305,39.00000,1439.38740,logistics
US,https://spscommerce.com,0.00000,6470.35624,106.50000,5071.79810,logistics
US,https://fullbay.com,0.15490,2335.69850,299.00000,5298.46716,logistics
US,https://navispherecarrier.com,0.14200,5605.52890,372.00000,4244.07561,logistics
US,https://estes-express.com,0.00036,4669.47330,117.00000,3534.90397,logistics
US,https://arcb.com,0.00000,2765.77350,356.00000,4229.27472,logistics
US,https://carrier411.com,,,,,logistics
US,https://sertifi.com,0.01390,5016.95140,256.00000,4273.80003,logistics
US,https://jbhunt.com,0.52803,3305.78700,43.00000,3596.24460,logistics
US,https://emodal.com,,,,,logistics
US,https://sellerboard.com,0.08670,745.12100,70.00000,553.06464,logistics
US,https://express.dhl,0.00441,3112.03180,71.00000,2105.10352,logistics
US,https://penske.com,1.28068,4066.58980,174.00000,4697.18944,logistics
US,https://fleetpride.com,0.75828,5628.58805,594.00000,9396.53420,logistics
US,https://publicstorage.com,0.00091,1678.11609,195.00000,2021.24756,logistics
US,https://pitneybowes.com,0.02429,1641.17025,287.00000,2350.41024,logistics
US,https://yuntrack.com,0.00483,3335.95200,71.00000,1614.92562,logistics
US,https://maherterminals.com,0.18266,2137.94220,46.00000,2521.86710,logistics
US,https://onestepgps.com,0.00938,1855.72050,92.00000,1884.41245,logistics
US,https://shipengine.com,0.01079,4108.23010,192.00000,3363.98500,logistics
US,https://equipmentfacts.com,0.02528,1733.76600,154.00000,3200.77026,logistics
US,https://bnsf.com,0.02345,6440.26015,278.00000,5048.28599,logistics
US,https://rlcarriers.com,0.00000,4585.23100,189.00000,3825.07750,logistics
US,https://truckpaper.com,0.01566,1829.03900,325.00000,3717.60985,logistics
US,https://jiffy.com,0.00782,2418.76175,445.00000,3105.73979,logistics
US,https://pods.com,0.00643,3215.70750,218.00000,3184.13013,logistics
US,https://itsdispatch.com,,,,,logistics
US,https://mytriumph.com,0.00000,8162.92500,259.00000,4929.24870,logistics
US,https://wwex.com,0.00862,3377.50250,111.00000,2381.67105,logistics
US,https://tql.com,0.03362,4119.56730,60.00000,4317.03747,logistics
US,https://delivery-status.com,0.00127,721.66900,16.00000,721.66900,logistics
US,https://saia.com,0.72035,6886.36350,105.00000,8748.56413,logistics
US,https://vesselfinder.com,0.00000,2554.93000,78.00000,1524.61431,logistics
US,https://mycarriertms.com,0.00074,7374.77940,296.50000,5241.33160,logistics
US,https://superdispatch.com,0.01056,1593.05262,514.00000,3310.30903,logistics
US,https://hapag-lloyd.com,,,,,logistics
US,https://flexport.com,0.00577,3946.91650,114.00000,2894.49920,logistics
US,https://ltl-xpo.com,,,,,logistics
US,https://gofreight.co,,,,,logistics
US,https://rxo.com,0.01033,1519.88720,397.00000,1196.62426,logistics
US,https://aljex.com,0.00148,1667.06300,27.00000,1504.82305,logistics
US,https://exceleratorparts.com,0.60305,2523.23800,150.00000,2630.84368,logistics
US,https://rtspro.com,0.00105,29820.69800,2905.00000,3532.32358,logistics
US,https://auspost.com.au,0.00000,3483.24450,88.00000,2308.01370,logistics
US,https://highway.com,0.01480,1597.37850,118.00000,1174.52179,logistics
US,https://maersk.com,0.00060,1451.89600,136.00000,2163.42094,logistics
US,https://ryder.com,0.01310,3053.04100,169.00000,3405.37187,logistics
US,https://track718.us,0.00035,2876.61550,480.00000,2871.54100,logistics
US,https://sylectus.com,0.02166,3576.53566,178.00000,6581.16960,logistics
US,https://loves.com,0.33617,2495.90900,49.00000,2070.22399,logistics
US,https://intellishift.com,0.00297,964.45900,80.00000,1544.75650,logistics
US,https://efsllc.com,0.01046,2063.04500,180.00000,2117.14253,logistics
US,https://csx.com,0.00096,2001.49150,48.00000,2732.27807,logistics
US,https://gigacalculator.com,0.03495,3806.98615,182.00000,3082.10758,logistics
US,https://cubesmart.com,,,,,logistics
US,https://erank.com,0.00594,2230.35495,109.00000,1604.26974,logistics
US,https://apmterminals.com,0.00000,2566.65005,184.00000,4767.85163,logistics
US,https://macropoint-lite.com,0.00000,1395.19100,64.00000,3078.39453,logistics
US,https://commercialtrucktrader.com,0.03015,1925.27150,822.00000,3940.26949,logistics
US,https://linxup.com,0.00452,3258.35300,211.00000,2692.45306,logistics
US,https://uniuni.com,,,,,logistics
US,https://msc.com,0.23263,3722.61340,342.00000,7456.84743,logistics
US,https://priority1.com,0.00858,5651.53500,357.00000,3461.34529,logistics
US,https://cma-cgm.com,0.04897,2066.86950,374.00000,4487.87119,logistics
US,https://odfl.com,0.05673,2609.57800,227.00000,3635.75348,logistics
US,https://freightliner.com,0.00445,3132.86250,100.00000,3666.19476,logistics
US,https://xiaoman.cn,0.00000,4176.78850,34.00000,12101.88198,logistics
US,https://coyote.com,0.03032,1603.47805,74.00000,1395.23310,logistics
US,https://gigab2b.com,0.31959,5699.39200,189.00000,9439.49782,logistics
US,https://pensketruckrental.com,0.02624,1487.43950,607.00000,1793.20892,logistics
US,https://tforcefreight.com,0.31693,4223.15250,1304.00000,4421.22355,logistics
US,https://chrobinson.com,0.00000,4274.99735,91.00000,2534.11163,logistics
US,https://logistics.com,0.00037,3433.18100,189.00000,3028.26297,logistics
US,https://4px.com,,,,,logistics
US,https://movinghelp.com,,,,,logistics
US,https://zippyshell.com,,,,,logistics
US,https://moveitpro.com,,,,,logistics
US,https://dhlglobalmail.com,,,,,logistics
US,https://theupsstore.com,,,,,logistics
US,https://parcelsapp.com,,,,,logistics
US,https://truckstop.com,,,,,logistics
US,https://extraspace.com,,,,,logistics
UK,https://law.ac.uk,0.00184,1261.54294,41.00000,1538.23247,legal
UK,https://westlaw.com,0.00000,3588.75260,105.00000,2949.18090,legal
UK,https://sra.org.uk,0.03416,4443.37200,196.00000,3465.34563,legal
UK,https://lawsociety.org.uk,0.02188,3775.05475,182.00000,2141.99041,legal
UK,https://arup.com,0.00000,3581.01670,117.00000,3445.49288,legal
UK,https://caselines.co.uk,0.00098,1297.19200,37.00000,1317.76302,legal
UK,https://lexis.com,0.01045,2822.80450,33.00000,3035.51682,legal
UK,https://legalcheek.com,0.00327,2427.58500,81.00000,1770.82878,legal
UK,https://lawteacher.net,0.00953,623.15700,29.00000,550.47196,legal
UK,https://judiciary.uk,0.00216,2221.14350,35.00000,1426.07378,legal
UK,https://lexisnexis.com,0.00000,5529.64100,16.00000,7536.31799,legal
UK,https://clio.com,0.00000,7682.04500,186.00000,5776.27962,legal
UK,https://lexisnexis.co.uk,0.21119,2603.85400,89.00000,3445.64234,legal
UK,https://sp1-brevo.net,0.00000,476.85700,16.00000,476.85700,legal
UK,https://ipo.gov.uk,0.18205,1329.09200,39.00000,768.73196,legal
UK,https://infotrack.co.uk,0.25528,4248.54380,290.00000,3080.91166,legal
UK,https://cjsm.net,0.04200,898.16100,17.00000,778.16100,legal
UK,https://oxfordlawtrove.com,,,,,legal
UK,https://legal500.com,0.00161,1416.49600,228.00000,1108.74711,legal
UK,https://sec.gov,0.12692,917.34400,74.00000,975.62555,legal
UK,https://supremecourt.uk,0.04616,1454.41600,82.00000,1170.30750,legal
UK,https://courtserve.net,0.01646,1453.38900,72.00000,1268.59800,legal
UK,https://lawgazette.co.uk,0.01370,1506.46200,129.00000,2602.12833,legal
UK,https://plusgrade.com,,,,,legal
UK,https://bppserviceslimited-my.sharepoint.com,,,,,legal
UK,https://thecorporatelawacademy.com,0.00727,6195.38275,165.00000,3109.61325,legal
