country,target domain,CLS,LCP,FID,OSI,category
US,https://racing.on.cc,,,,,gambling
US,https://duckdice.io,0.20341,3834.42395,456.00000,6076.74614,gambling
US,https://versegaming.com,0.00048,3663.23400,622.00000,1386.80414,gambling
US,https://jabbroadband.sharepoint.com,0.03204,1975.09900,25.00000,1705.96094,gambling
US,https://ge.movie,0.01589,2290.05550,139.00000,1351.59567,gambling
US,https://mykadri.tv,0.02251,433.73200,307.00000,479.58616,gambling
US,https://keirin.jp,0.04083,2365.07900,107.00000,2127.93356,gambling
US,https://netkeiba.com,0.05157,7874.31700,340.00000,7624.27641,gambling
US,https://greentube.com,0.00641,6606.19850,97.00000,4306.79100,gambling
US,https://legendarywallart.net,0.00003,3171.44730,79.00000,3264.38901,gambling
US,https://mymoneycottage.com,0.05959,1553.47200,172.00000,2919.39806,gambling
US,https://optimove.net,,,,,gambling
US,https://yorozoonews.jp,0.00098,4925.65075,252.00000,6333.17505,gambling
US,https://flashscore.com.mx,0.03353,960.58200,352.00000,1852.79863,gambling
US,https://bet365.gr,,,,,gambling
US,https://cliver.me,0.01492,1642.61450,159.00000,1647.95856,gambling
US,https://evolutiongaming.com,0.01908,4118.35775,28.00000,1969.20502,gambling
US,https://metaratings.ru,0.02597,1775.11220,243.00000,1366.26266,gambling
US,https://unibet.co.uk,0.73884,4601.59700,60.00000,2184.60793,gambling
US,https://mahjong.fr,0.05589,813.21950,62.00000,698.79250,gambling
US,https://jungleerummy.com,,,,,gambling
US,https://igamingbusiness.com,0.27233,1203.13250,212.00000,2367.95226,gambling
US,https://novibet.gr,0.07004,1424.84200,124.00000,1216.46406,gambling
US,https://bustabit.com,0.02281,897.25200,118.50000,861.21266,gambling
US,https://blackjackreview.com,0.08611,2730.37900,189.00000,3487.70538,gambling
US,https://cloudbet.com,,,,,gambling
US,https://tpmr.com,,,,,gambling
UK,https://cardplayer.com,0.68037,4678.65783,88.00000,1814.01418,gambling
UK,https://backgammongalaxy.com,0.00450,1421.29200,210.00000,2025.98131,gambling
UK,https://pokerstars.uk,0.00049,1966.13950,825.00000,2646.26690,gambling
UK,https://gtowizard.com,0.00137,1424.05800,281.00000,1424.05800,gambling
UK,https://sharkscope.com,0.25572,5345.92150,446.00000,3615.86086,gambling
UK,https://partypoker.com,0.44345,3619.41300,101.00000,2596.64527,gambling
UK,https://247freepoker.com,0.00000,4117.33900,200.00000,3550.67521,gambling
UK,https://pokernow.club,0.00247,2876.62210,282.00000,2180.36573,gambling
UK,https://888poker.com,0.04157,1622.50625,182.00000,4957.65420,gambling
UK,https://pokernews.com,0.01667,1405.39900,52.00000,1199.71203,gambling
UK,https://zyngapoker.com,0.08547,1223.52490,40.00000,806.62980,gambling
UK,https://quizfoto.com,0.14591,3484.54100,51.00000,1704.41711,gambling
UK,https://thehendonmob.com,0.34058,5793.85825,100.00000,2475.77087,gambling
UK,https://coinpoker.com,0.04903,6562.66830,400.00000,2758.08387,gambling
UK,https://squeeg.ee,0.01617,2261.74787,861.00000,10509.35519,gambling
UK,https://gamemaker.io,0.00000,790.78700,204.00000,1326.47979,gambling
UK,https://rarbg-official.to,0.00545,399.34500,45.00000,359.19453,gambling
UK,https://6sense-my.sharepoint.com,0.01806,1776.73300,56.00000,1461.44474,gambling
UK,https://twoplustwo.com,0.18015,3710.19300,7990.00000,3794.77066,gambling
UK,https://pokercraft.com,0.00417,1862.46133,202.00000,2045.76507,gambling
UK,https://safe-cashier.com,0.00000,4047.58475,344.00000,4133.85626,gambling
UK,https://plomastermind.com,0.00658,2754.14230,8238.00000,6889.11850,gambling
UK,https://gtp-marketplace.com,0.00000,1176.61900,88.00000,1220.90591,gambling
UK,https://upswingpoker.com,0.02960,1961.75831,394.00000,2741.36128,gambling
UK,https://ggpoker.co.uk,0.00295,1406.43550,182.00000,1389.12594,gambling
UK,https://freerollpass.com,0.02917,797.16250,288.00000,566.65247,gambling
UK,https://123moviess4u.net,0.00000,706.42560,61.00000,706.42560,gambling
UK,https://playwsop.com,0.00010,1759.10510,88.00000,2121.81893,gambling
UK,https://247pool.com,0.00000,2652.98950,198.00000,1736.25776,gambling
UK,https://6sense.sharepoint.com,0.01814,1564.25500,57.00000,1386.65675,gambling
UK,https://cityportal.sharepoint.com,0.03987,1775.98900,175.00000,1670.43741,gambling
UK,https://cosmobet.one,0.05430,6581.21450,97.00000,1351.14370,gambling
UK,https://cardschat.com,0.00139,1479.64395,292.00000,1613.31267,gambling
UK,https://bbzpoker.com,0.00000,2870.14600,253.00000,2169.04522,gambling
UK,https://888holdings.sharepoint.com,,,,,gambling
UK,https://costacoffee.sharepoint.com,,,,,gambling
UK,https://dto.poker,0.01320,3006.83820,188.00000,2818.36060,gambling
UK,https://pokerpatio.com,0.00000,1715.05400,33.00000,1088.91548,gambling
UK,https://winamax.fr,0.14747,7243.01600,478.00000,3618.73302,gambling
UK,https://itscottdunn.sharepoint.com,,,,,gambling
UK,https://runitonce.com,0.00545,613.33700,191.00000,597.37161,gambling
UK,https://tritonpoker.plus,0.00254,3278.08100,492.00000,2948.47070,gambling
UK,https://pokercoaching.com,0.01152,3738.07275,238.00000,2742.89100,gambling
UK,https://buffstreams.is,0.02315,574.72400,73.00000,672.80886,gambling
UK,https://redtoothpoker.com,0.00002,1728.61600,174.00000,1317.32945,gambling
UK,https://cityportal-my.sharepoint.com,,,,,gambling
UK,https://pokertracker.com,0.22370,1363.96800,16.00000,1472.08882,gambling
UK,https://pokergo.com,0.28724,7739.01900,509.00000,4010.54237,gambling
UK,https://wsop.com,0.00267,2162.09370,87.00000,4699.22513,gambling
UK,https://pxpfinancial.com,0.00274,2044.05100,52.00000,1987.04441,gambling
UK,https://smarthand.pro,0.00009,1153.30075,83.00000,1018.98969,gambling
UK,https://pokerstarslive.com,0.00031,1716.83850,2344.00000,3521.41125,gambling
UK,https://savillsglobal-my.sharepoint.com,,,,,gambling
UK,https://luxon.com,0.03175,1551.54200,130.00000,2299.91784,gambling
UK,https://dusktilldawnpoker.com,0.11285,2310.67210,21.00000,843.35166,gambling
UK,https://pokerstrategy.com,0.00770,4202.54750,38.00000,3556.85596,gambling
UK,https://oberoi365-my.sharepoint.com,0.01814,1301.86400,34.00000,1094.42382,gambling
UK,https://pokerscout.com,0.00428,1965.38299,70.00000,1271.65630,gambling
UK,https://poker.org,0.25043,3186.14050,438.00000,3238.59417,gambling
UK,https://innerwarsaga.com,0.04741,1259.72970,63.00000,1501.79514,gambling
UK,https://worldpokerdeals.com,0.00148,1719.30600,227.00000,2089.76149,gambling
UK,https://muchbetter.com,0.07705,2338.59510,87.00000,2063.32335,gambling
UK,https://pokerdiscover.com,0.00545,426.80000,46.00000,345.37134,gambling
UK,https://poshukach.com,0.00000,2162.24600,106.00000,2109.24600,gambling
UK,https://playgreatpoker.com,0.02272,1451.43590,35.00000,2274.20031,gambling
UK,https://deepsolver.com,0.03949,1486.99200,1143.00000,1709.70970,gambling
UK,https://vip-grinders.com,0.00060,1431.18550,54.00000,1916.36430,gambling
UK,https://blackrain79.com,,,,,gambling
UK,https://backgammonstudio.com,0.01852,2456.17600,16.00000,1648.79785,gambling
UK,https://ggpoker.com,0.00048,1166.56206,55.00000,1143.38840,gambling
UK,https://nshift-my.sharepoint.com,0.01967,1813.90200,168.00000,1609.27408,gambling
UK,https://pokerstars.com,0.00146,1570.12575,475.00000,1921.85587,gambling
UK,https://beringeallp.sharepoint.com,,,,,gambling
UK,https://npglondon-my.sharepoint.com,,,,,gambling
UK,https://dtdleisure-my.sharepoint.com,0.01814,1313.73800,26.00000,1103.90752,gambling
UK,https://raiseyouredge.com,0.00000,1006.62500,79.00000,860.82939,gambling
UK,https://redchippoker.com,0.16915,3397.58380,79.00000,2138.40752,gambling
UK,https://careers.flutterinternational.com,0.01752,787.15970,29.00000,686.63547,gambling
UK,https://casinonieuws.nl,0.00926,1030.26650,100.00000,1399.85917,gambling
UK,https://pokerlistings.com,0.00177,1169.82550,51.00000,958.92400,gambling
UK,https://pokerstake.com,0.00018,2768.85875,197.00000,2022.70146,gambling
UK,https://livechatdirectory.co.uk,0.23549,2407.33210,63.00000,2129.52157,gambling
UK,https://triton-series.com,0.50068,6610.75110,102.00000,5785.20442,gambling
UK,https://highstakesdb.com,0.00393,1499.74600,96.00000,981.85142,gambling
UK,https://icmizer.com,0.02179,1411.93900,73.00000,887.99500,gambling
UK,https://monopoly-poker.com,0.06089,3153.80420,42.00000,1012.83918,gambling
UK,https://thedimepress.com,,,,,gambling
UK,https://thethirdspace-my.sharepoint.com,0.01814,1363.90600,24.00000,1118.14692,gambling
UK,https://clubgg.net,0.00036,2734.52900,160.00000,2054.60160,gambling
UK,https://gamesbras.com,0.78176,2490.82580,36.00000,1870.29921,gambling
UK,https://clubwptgold.com,,,,,gambling
UK,https://ignitioncasino.eu,0.03323,1232.98000,216.00000,7167.80027,gambling
UK,https://premierpokerchips.com,0.21295,2655.44800,109.00000,1433.11785,gambling
UK,https://louisboyd.co.uk,0.00891,2482.75500,44.00000,4168.85303,gambling
UK,https://pokerindustrypro.com,0.65011,5838.95400,396.00000,2410.45476,gambling
UK,https://safe-iplay.com,,,,,gambling
UK,https://tpmr.com,,,,,gambling
UK,https://skypoker.com,,,,,gambling
UK,https://navigation-center.com,,,,,gambling
US,https://globalpoker.com,0.00164,2987.21800,54.00000,955.43718,gambling
US,https://playwsop.com,0.00010,1639.45735,101.00000,2276.73131,gambling
US,https://ignitioncasino.eu,0.06686,1893.17000,563.00000,1727.84068,gambling
US,https://zyngapoker.com,0.08746,1242.07430,140.00000,881.36782,gambling
US,https://247freepoker.com,0.00000,2709.03700,47.00000,2131.05230,gambling
US,https://games.pokerallday.com,,,,,gambling
US,https://pokernow.club,0.00407,1286.50300,41.00000,1098.28809,gambling
US,https://247pool.com,0.00000,2709.70700,173.00000,1654.32721,gambling
US,https://clubwpt.com,0.01873,1422.46500,64.00000,1296.73700,gambling
US,https://backgammongalaxy.com,0.00451,1315.40870,1263.00000,5105.70715,gambling
US,https://clubs.poker,,,,,gambling
US,https://gtowizard.com,0.00189,1588.88600,218.00000,924.25879,gambling
US,https://twoplustwo.com,0.14437,3629.28000,2413.00000,2410.70941,gambling
US,https://nlop.com,0.08739,5979.46000,49.00000,3891.31065,gambling
US,https://cardplayer.com,0.63076,4746.85500,76.00000,1985.04571,gambling
US,https://pokernews.com,0.01667,1398.74070,40.00000,1155.08358,gambling
US,https://gamemaker.io,0.00000,666.46000,27.00000,948.40304,gambling
US,https://quizfoto.com,0.34818,3403.24050,286.00000,2860.73810,gambling
US,https://kormovie.com,0.00000,579.52700,100.00000,813.38081,gambling
US,https://ideasanguins.online,,,,,gambling
US,https://thehendonmob.com,0.36785,7345.57035,117.00000,3380.69229,gambling
US,https://wsop.com,0.00186,2288.75610,177.00000,1927.41010,gambling
US,https://bravopokerlive.com,0.00795,625.86650,34.00000,629.30503,gambling
US,https://pokercoaching.com,0.01272,4194.63445,1297.00000,2640.47865,gambling
US,https://pokerfraudalert.com,0.00000,729.34000,16.00000,1895.30152,gambling
US,https://upswingpoker.com,0.00000,1722.42950,284.00000,1696.40433,gambling
US,https://pokeratlas.com,0.11427,3960.07075,49.00000,2791.47124,gambling
US,https://247minesweeper.com,0.00000,2215.24600,103.00000,893.45631,gambling
US,https://pokerstarsmtairycasino.com,0.18854,2116.03750,403.00000,2004.04666,gambling
US,https://clubwptgold.com,,,,,gambling
US,https://pokerstarsnj.com,0.00049,2362.55705,209.00000,2813.18256,gambling
US,https://247crossword.com,0.00000,2019.41000,156.00000,2068.85552,gambling
US,https://sharkscope.com,0.16277,4092.20500,315.00000,3721.83733,gambling
US,https://pokerpatio.com,0.00000,2149.00700,129.50000,1725.99201,gambling
US,https://pokerist.com,0.13841,3607.54800,169.00000,2957.01832,gambling
US,https://rarbg-official.to,0.00545,372.29000,33.00000,369.59074,gambling
US,https://coinpoker.com,0.11671,2548.45150,39.00000,1214.52879,gambling
US,https://poker.org,0.27205,2946.77300,68.00000,2481.33449,gambling
US,https://clubspoker.com,0.02669,1978.24397,69.00000,3086.63891,gambling
US,https://pokerstars.bet,0.00000,1725.23320,486.00000,2504.69854,gambling
US,https://solarmovie-online.cam,0.00097,995.93550,18.00000,928.65969,gambling
US,https://buffstreams.is,0.75088,552.47400,84.00000,486.16886,gambling
US,https://888poker.com,0.04156,1229.72850,51.00000,1538.92616,gambling
US,https://wpncasino.com,,,,,gambling
US,https://pokerscout.com,0.12212,2117.92299,180.00000,1211.23580,gambling
US,https://worldpokertour.com,0.00926,1468.30930,45.00000,1181.81487,gambling
US,https://pokergo.com,,,,,gambling
US,https://cardschat.com,0.00126,1717.18660,41.00000,980.75200,gambling
US,https://blackchippoker.eu,0.47130,1843.04150,129.00000,1593.58430,gambling
US,https://pokerstarsmi.com,0.00049,1889.72105,547.00000,2200.62867,gambling
US,https://pinochleclassic.com,,,,,gambling
US,https://ignitioncasino.net,0.00899,9255.20200,32.00000,8929.48004,gambling
US,https://news.gm.com,0.01608,3624.45450,202.00000,4304.93224,gambling
US,https://pokerchipforum.com,0.15656,4885.30390,44.00000,2822.47627,gambling
US,https://runitonce.com,0.00545,691.10600,34.00000,585.85100,gambling
US,https://autozone1com.sharepoint.com,,,,,gambling
US,https://123moviess4u.net,0.00000,702.56180,29.00000,702.56180,gambling
US,https://susq.com,,,,,gambling
US,https://blackrain79.com,,,,,gambling
US,https://pokercraft.com,0.00052,1790.09833,51.00000,1594.30727,gambling
US,https://vpfree2.com,0.11032,2758.82350,233.00000,1590.47626,gambling
US,https://zyngaplay.com,0.02009,2347.53630,85.00000,1691.28434,gambling
US,https://247pinball.com,0.00000,1452.05700,139.00000,1216.74147,gambling
US,https://pointingpoker.com,0.00001,2232.46900,54.00000,2124.31838,gambling
US,https://pokerstrategy.com,0.00434,2530.64320,83.00000,1703.23917,gambling
US,https://advancedpokertraining.com,0.00000,4258.67550,172.00000,2985.67286,gambling
US,https://worldtavernpoker.com,0.75213,4484.75840,555.00000,3757.02315,gambling
US,https://local.shootproof.com,,,,,gambling
US,https://freerollpass.com,0.00545,411.44400,39.00000,345.90959,gambling
US,https://strongtie-my.sharepoint.com,,,,,gambling
US,https://thedimepress.com,,,,,gambling
US,https://ruralmediagroup-my.sharepoint.com,0.02233,2120.27900,142.00000,1788.90877,gambling
US,https://barpokeropen.com,0.06668,3873.62250,22.00000,1325.12026,gambling
US,https://highrollpoker.com,0.00313,1149.85150,26.00000,1570.48486,gambling
US,https://tritonpoker.plus,0.00162,4706.89500,300.00000,2346.99062,gambling
US,https://carrotcorner.com,0.03740,2061.36400,40.00000,3602.09077,gambling
US,https://poker-coaching.s3.amazonaws.com,,,,,gambling
US,https://swcpoker.club,0.00429,2350.01300,282.00000,1126.63911,gambling
US,https://good-journal.net,0.00000,1482.62800,16.00000,1478.62800,gambling
US,https://thelodgepokerclub.com,0.00134,2473.32200,405.00000,3043.00418,gambling
US,https://globalpokerindex.com,0.00795,605.96400,225.00000,528.27136,gambling
US,https://redchippoker.com,0.16981,2915.11860,229.00000,3870.93181,gambling
US,https://ggpoker.com,0.00062,1133.12306,74.00000,1092.70930,gambling
US,https://pokertrainer.se,0.07559,1345.45500,33.00000,1137.45583,gambling
US,https://dto.poker,0.00680,2488.60220,44.00000,2336.39360,gambling
US,https://playgreatpoker.com,0.03001,1682.82660,46.00000,2172.21659,gambling
US,https://horizonpokernetwork.eu,0.00000,1437.35600,38.00000,1477.72261,gambling
US,https://pokertracker.com,0.22370,1336.13000,16.00000,1462.81453,gambling
US,https://seminolehardrockpokeropen.com,0.01034,2906.77400,200.00000,3068.13408,gambling
US,https://triplejack.com,0.06098,5036.09100,876.00000,2457.62302,gambling
US,https://pokerlistings.com,0.00177,890.17200,104.00000,935.44162,gambling
US,https://learnwpt.com,0.00197,1202.03800,189.00000,3382.12326,gambling
US,https://premierpokerchips.com,0.21295,2655.44800,109.00000,1433.11785,gambling
US,https://louisboyd.co.uk,0.00891,2482.75500,44.00000,4168.85303,gambling
US,https://pokerindustrypro.com,0.65011,5838.95400,396.00000,2410.45476,gambling
US,https://safe-iplay.com,,,,,gambling
US,https://tpmr.com,,,,,gambling
US,https://skypoker.com,,,,,gambling
US,https://navigation-center.com,,,,,gambling
UK,https://eonnext.com,0.00603,4811.92300,662.00000,4682.26531,gambling
UK,https://bullx.io,0.00000,1909.63850,140.00000,1013.57015,gambling
UK,https://mailplus.co.uk,0.10417,5297.19500,195.00000,1968.49553,gambling
UK,https://lottery.co.uk,0.02066,1155.68200,108.00000,1086.88149,gambling
UK,https://postcodelottery.co.uk,0.82625,2491.12750,357.00000,4444.68425,gambling
UK,https://freebitco.in,0.13983,1091.31460,384.00000,1891.54051,gambling
UK,https://xocoupon.com,0.02234,1630.78220,58.00000,1802.64212,gambling
UK,https://lottoland.co.uk,0.01275,5473.47600,82.00000,3501.93881,gambling
UK,https://putlockers.li,0.00000,463.00400,83.00000,404.17000,gambling
UK,https://nation.online,0.00017,815.40800,504.00000,797.38090,gambling
UK,https://theprizefinder.com,0.08859,2564.85400,47.00000,2929.54804,gambling
UK,https://winadinner.com,0.02907,1098.76300,59.00000,1276.71744,gambling
UK,https://games.postcodelottery.co.uk,0.00031,2935.59150,63.00000,2128.15050,gambling
UK,https://winhappy.com,0.03798,2664.49100,494.00000,3132.05244,gambling
UK,https://euro-millions.com,0.00482,1004.55650,63.00000,649.90050,gambling
UK,https://aspirecomps.co.uk,0.14013,1385.18440,169.00000,1265.98766,gambling
UK,https://national-lottery.com,0.00000,1094.72200,105.00000,784.20058,gambling
UK,https://deref-gmx.co.uk,,,,,gambling
UK,https://gfkmediaview.com,0.08917,2414.56050,103.00000,4022.51817,gambling
UK,https://49s.co.uk,0.26685,6949.74520,311.00000,6563.55092,gambling
UK,https://rolletro.com,,,,,gambling
UK,https://takeabreak.co.uk,0.00087,1298.65400,205.00000,2317.18257,gambling
UK,https://freemojilottery.com,0.00620,1260.88030,69.00000,1417.01436,gambling
UK,https://rocoads.com,0.02652,2690.84700,16.00000,2449.79368,gambling
UK,https://streamplay.pw,0.00000,943.66500,16.00000,1300.02347,gambling
UK,https://checklists.co.uk,0.00667,4348.04950,41.00000,2400.21340,gambling
UK,https://competitiondatabase.co.uk,0.00163,2442.06900,143.00000,2796.93592,gambling
UK,https://pointpay.io,0.00108,1270.22650,202.00000,1755.03953,gambling
UK,https://ivys-reserve.com,0.29709,1791.94300,33.00000,1206.83565,gambling
UK,https://myhappystreet.co.uk,0.00930,3946.04780,497.00000,2737.76056,gambling
UK,https://competitions-time.co.uk,0.01252,1027.87400,140.00000,1836.28493,gambling
UK,https://lottogo.com,0.00545,530.72100,31.00000,362.74603,gambling
UK,https://lottery.ie,0.02976,1397.26100,104.00000,1042.33265,gambling
UK,https://advertisingexcel.com,0.05694,988.69400,227.00000,1034.39646,gambling
UK,https://prezzo.co.uk,0.20663,3264.82700,40.00000,1661.07879,gambling
UK,https://healthlottery.co.uk,,,,,gambling
UK,https://edupay.academy,0.00139,1678.43100,31.00000,1129.12950,gambling
UK,https://secondmanual.com,0.00441,1419.93140,34.00000,1564.77573,gambling
UK,https://homefitnesscode.com,0.03846,1071.45140,83.00000,943.46426,gambling
UK,https://legitdogemining.com,0.02864,1806.68400,16.00000,1750.29875,gambling
UK,https://seftonnewdirectionslim.sharepoint.com,,,,,gambling
UK,https://thecornishcompany.com,0.02975,2877.60060,43.00000,1963.94435,gambling
UK,https://flashscore.pt,0.00712,1081.91150,339.00000,1601.10557,gambling
UK,https://goodlifeplus.co.uk,0.00033,4887.84100,567.00000,4456.07530,gambling
UK,https://rafflehouse.com,0.00101,9828.17150,217.00000,5012.51777,gambling
UK,https://jackpot.com,,,,,gambling
UK,https://bowlr.co.uk,0.00028,1836.19980,244.00000,2278.86242,gambling
UK,https://greatselections.co,0.00319,1055.72050,56.00000,1222.05667,gambling
UK,https://rollercoin.com,0.00545,518.50900,52.00000,360.38433,gambling
UK,https://allotmentonline.co.uk,1.35928,2097.60900,19.00000,939.07041,gambling
UK,https://free-solana.com,0.00000,914.84140,58.00000,693.94650,gambling
UK,https://netmirror.app,0.00000,1082.59550,98.00000,866.34635,gambling
UK,https://yourhomestyle.uk,0.13749,1541.80720,1033.00000,2153.97007,gambling
UK,https://petrolmap.co.uk,0.00242,3449.64680,64.00000,1664.02054,gambling
UK,https://surveysconnect.co.uk,0.00000,350.00000,16.00000,244.39306,gambling
UK,https://uergo.co.uk,0.38538,3736.99020,41.00000,2389.14517,gambling
UK,https://fullnutritionsecrets.com,0.57383,3005.08560,98.00000,1673.19288,gambling
UK,https://conversion-cowboys.com,0.01888,1252.94600,38.00000,398.88732,gambling
UK,https://news-tds.xyz,,,,,gambling
UK,https://lottosocial.com,0.04734,1371.58000,300.00000,2926.98797,gambling
UK,https://stormcompetitions.co.uk,,,,,gambling
UK,https://dukirliaon.com,,,,,gambling
UK,https://yoursaypays.co.uk,0.00000,1640.39825,26.00000,992.93800,gambling
UK,https://discovertoday.co,0.00126,1050.79200,45.00000,1092.81585,gambling
UK,https://yourseniorsaving.com,0.00009,1676.12400,94.00000,833.66989,gambling
UK,https://brokerdrop.com,0.00000,2651.72300,134.00000,1416.09381,gambling
UK,https://livewest.co.uk,0.25308,1614.49730,80.00000,1047.62872,gambling
UK,https://johnsonlawgroup.co.uk,0.06305,2387.13930,604.00000,4608.95084,gambling
UK,https://app.nhs.wales,0.00042,4091.60750,131.00000,1425.06576,gambling
UK,https://solpick.io,0.00545,552.82600,138.00000,521.11958,gambling
UK,https://lltrco.com,0.00000,1188.67930,49.00000,1750.29252,gambling
UK,https://ysense.com,0.02521,2749.21700,148.00000,1590.29574,gambling
UK,https://competitionstoday.co.uk,0.00364,984.47200,35.00000,893.31041,gambling
UK,https://cclickstream.com,,,,,gambling
UK,https://healthwindow.co.uk,0.04929,1914.46650,111.00000,1645.99713,gambling
UK,https://myhomesrmadsme.org,,,,,gambling
UK,https://deanysdesigns.co.uk,0.01219,1254.63750,16.00000,785.18700,gambling
UK,https://free-ethereum.io,0.00206,920.48120,91.00000,795.63300,gambling
UK,https://insurance-expert.co.uk,0.25732,1362.79510,385.00000,2751.39174,gambling
UK,https://spfonline.org.uk,,,,,gambling
UK,https://myoffers.co.uk,0.05259,2214.02855,159.00000,1324.86041,gambling
UK,https://thatslife.co.uk,0.00000,1408.93700,401.00000,2981.63055,gambling
UK,https://yourherefordshire.co.uk,0.12884,2464.23650,86.00000,2396.05968,gambling
UK,https://free-doge.com,0.00995,1819.62600,30.00000,1143.05638,gambling
UK,https://paystrax.net,,,,,gambling
UK,https://beatlottery.co.uk,0.01633,2335.28900,227.00000,1619.67220,gambling
UK,https://faucetpay.io,0.00044,1464.50350,16.00000,1023.48891,gambling
UK,https://lordfilm.black,0.01492,566.20700,109.00000,1287.83229,gambling
UK,https://slotomaniavip.com,0.00832,2351.87050,107.00000,1786.60418,gambling
UK,https://hobbiesy.com,0.00000,892.93200,84.00000,920.56370,gambling
UK,https://thefatbutcher.co.uk,0.00000,1031.67280,22.00000,984.39510,gambling
UK,https://louisboyd.co.uk,0.00891,2482.75500,44.00000,4168.85303,gambling
UK,https://pokerindustrypro.com,0.65011,5838.95400,396.00000,2410.45476,gambling
UK,https://safe-iplay.com,,,,,gambling
UK,https://tpmr.com,,,,,gambling
UK,https://skypoker.com,,,,,gambling
UK,https://navigation-center.com,,,,,gambling
UK,https://national-lottery.co.uk,,,,,gambling
UK,https://luckyblock.com,,,,,gambling
US,https://bullx.io,0.00000,1700.19600,310.00000,1342.16588,gambling
US,https://xocoupon.com,0.03402,1524.80240,36.00000,1723.43394,gambling
US,https://megamillions.com,,,,,gambling
US,https://freebitco.in,0.13071,956.48490,112.00000,1801.54626,gambling
US,https://calottery.com,,,,,gambling
US,https://lotterypost.com,0.00147,776.65500,107.00000,1170.03622,gambling
US,https://powerball.com,0.00317,1672.19400,42.00000,2082.00819,gambling
US,https://floridalottery.com,0.00846,1677.04350,113.00000,1564.36749,gambling
US,https://texaslottery.com,,,,,gambling
US,https://michiganlottery.com,2.17423,7319.09500,399.00000,5112.57399,gambling
US,https://galottery.com,,,,,gambling
US,https://putlockers.li,0.00000,463.53200,142.00000,405.58360,gambling
US,https://ohiolottery.com,0.43554,8213.58428,215.00000,4347.83459,gambling
US,https://valottery.com,0.00000,4690.38800,50.00000,2507.52757,gambling
US,https://illinoislottery.com,0.00070,2820.72000,74.00000,2096.06743,gambling
US,https://masslottery.com,,,,,gambling
US,https://nclottery.com,0.43903,1364.55400,217.00000,4246.56740,gambling
US,https://apkszone.com,0.00016,709.05650,94.00000,727.88036,gambling
US,https://njlottery.com,,,,,gambling
US,https://usamega.com,0.00116,784.89900,95.00000,602.03244,gambling
US,https://smartlifestyletrends.com,0.06505,602.45200,81.00000,996.20513,gambling
US,https://lotteryusa.com,0.00368,3575.62855,365.00000,2551.86255,gambling
US,https://lotto.com,,,,,gambling
US,https://beveragepromo.com,,,,,gambling
US,https://arizonalottery.com,0.00545,413.27600,118.00000,358.36598,gambling
US,https://headlinereporter.com,0.00281,2343.90340,124.00000,2472.40120,gambling
US,https://sportbeep.com,0.00461,2225.95720,604.00000,4552.19623,gambling
US,https://molottery.com,0.05244,2318.08400,54.00000,1893.87307,gambling
US,https://mdlottery.com,1.07335,3345.25100,161.00000,2952.07141,gambling
US,https://elnk1.com,,,,,gambling
US,https://walottery.com,0.00011,2697.98800,40.00000,2254.11686,gambling
US,https://ctlottery.org,0.82677,7033.52300,136.00000,2659.15533,gambling
US,https://wilottery.com,,,,,gambling
US,https://cocotrivia.com,0.00085,1971.15430,178.00000,1548.09714,gambling
US,https://mnlottery.com,,,,,gambling
US,https://sceducationlottery.com,,,,,gambling
US,https://bugmd.com,0.00039,1901.72875,215.00000,2209.31912,gambling
US,https://coloradolottery.com,0.00123,2613.50150,52.00000,1924.27563,gambling
US,https://rollercoin.com,0.00545,514.28900,59.00000,340.16267,gambling
US,https://kylottery.com,,,,,gambling
US,https://advertisingexcel.com,0.05690,1686.95120,301.00000,1124.81153,gambling
US,https://myhomesrmadsme.org,,,,,gambling
US,https://rocoads.com,0.04223,2496.84180,16.00000,2385.21652,gambling
US,https://searchinfonow.com,0.00126,765.70500,45.00000,841.09812,gambling
US,https://tnlottery.com,,,,,gambling
US,https://nhlottery.com,0.46173,3748.51960,67.00000,4440.32025,gambling
US,https://luckybird.io,0.11751,4993.38175,490.00000,3198.83207,gambling
US,https://triviaripple.com,0.00719,1043.80430,25.00000,1235.37065,gambling
US,https://winloot.com,,,,,gambling
US,https://microsoftadvertising.com,0.00000,3507.61200,150.00000,3818.12928,gambling
US,https://pailottery.com,0.36834,16115.48500,1115.00000,6921.58761,gambling
US,https://cointiply.com,0.00229,1220.14690,37.00000,1498.95676,gambling
US,https://nation.online,0.00017,608.61000,334.00000,707.35238,gambling
US,https://oregonlottery.org,0.43363,4832.66700,48.00000,4571.86154,gambling
US,https://louisianalottery.com,0.00667,1596.26295,114.00000,2033.38898,gambling
US,https://proudpatriots.com,0.23320,1626.68800,79.00000,2722.65261,gambling
US,https://mainelottery.com,0.08178,1871.81300,16.00000,1478.38425,gambling
US,https://heypiggy.com,0.00971,2587.74100,140.00000,1164.79083,gambling
US,https://cheddar.tv,0.00000,2120.84000,645.00000,5322.20435,gambling
US,https://theclassactionguide.com,0.03238,1195.33250,162.00000,1761.50833,gambling
US,https://nylottery.org,0.08537,1487.57950,33.00000,1638.47336,gambling
US,https://insideoftech.com,0.00230,1360.48350,16.00000,800.71750,gambling
US,https://hoosierlottery.com,0.91170,8294.37475,101.00000,14081.00362,gambling
US,https://spades-game.online,0.00730,1610.17650,49.00000,951.53865,gambling
US,https://llpgpro.com,0.00000,1270.10040,16.00000,1896.48373,gambling
